性质,院校名称,专业组,专业号,批次,招生专业,公共课（科目）[分值：100/100],专业基础课（科目）[分值：100],专业综合课（科目）[分值：200],专综类型,学费,教学地点,住宿费,前置要求
民办,广州工商学院,09,018,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,32600,广州校区,2200-6500,不限
民办,广州工商学院,09,019,普通批,跨境电子商务,政治 / 英语,管理学,电子商务概论,统考,32600,广州校区,2200-6500,不限
民办,广州工商学院,10,020,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,33700,广州校区,2200-6500,不限
民办,广州工商学院,11,021,普通批,投资学,政治 / 英语,经济学,金融学,统考,32600,广州校区,2200-6500,不限
民办,广州工商学院,11,022,普通批,数字经济,政治 / 英语,经济学,金融学,统考,33900,广州校区,2200-6500,不限
民办,广州工商学院,11,023,普通批,金融科技,政治 / 英语,经济学,金融学,统考,33900,广州校区,2200-6500,不限
民办,广州工商学院,12,024,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,32600,广州校区,2200-6500,不限
民办,广州工商学院,13,025,普通批,日语,政治,大学语文,"综合日语，专业课：日语翻译与写作",校考,32600,广州校区,2200-6500,不限
民办,广州工商学院,14,026,普通批,公共艺术,政治 / 英语,艺术概论,设计基础,统考,37900,广州校区,2200-6500,不限
民办,广州工商学院,14,027,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,37900,广州校区,2200-6500,不限
民办,广州工商学院,14,028,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,37900,广州校区,2200-6500,不限
民办,广州工商学院,15,029,普通批,舞蹈编导,政治 / 英语,艺术概论,舞蹈专业面试,校考,37900,广州校区,2200-6500,不限
民办,广州工商学院,16,030,普通批,音乐表演,政治 / 英语,艺术概论,音乐表演面试,校考,37900,广州校区,2200-6500,不限
民办,广州工商学院,17,031,普通批,学前教育,政治 / 英语,教育理论,学前教育基础,统考,46600,广州校区,2200-6500,不限
民办,广东外语外贸大学南国商学院,01,001,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,35000,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,02,002,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,03,003,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,04,004,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,05,005,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,05,006,普通批,旅游管理,政治 / 英语,管理学,市场营销学,校考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,06,007,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,07,008,普通批,汉语言文学,政治 / 英语,大学语文,汉语言文学学科基础,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,08,009,普通批,学前教育（师范）,政治 / 英语,教育理论,学前教育基础,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,09,010,普通批,小学教育（师范）,政治 / 英语,教育理论,小学教育专业综合,校考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,10,011,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,10,012,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,11,013,普通批,日语,政治,大学语文,基础日语，专业课：日语翻译与写作,校考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,12,014,普通批,朝鲜语,政治,大学语文,基础韩国语，专业课：韩国语翻译与写作,校考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,13,015,普通批,葡萄牙语,政治,大学语文,基础葡萄牙语，专业课：葡萄牙语翻译与写作,校考,32500,广州市白云区,1200-3500,不限
民办,广东外语外贸大学南国商学院,14,016,普通批,俄语,政治,大学语文,基础俄语，专业课：俄语翻译与写作,校考,32500,广州市白云区,1200-3500,不限
民办,广州软件学院,01,001,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,01,002,普通批,电子与计算机工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,02,003,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,02,004,普通批,物联网工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,02,005,普通批,网络工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,限招
民办,广州软件学院,02,006,普通批,网络空间安全,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,限招
民办,广州软件学院,07,007,普通批,数据科学与大数据技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,07,008,普通批,信息管理与信息系统,政治 / 英语,管理学,计算机基础与程序设计,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,09,010,普通批,智能科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,36000,广州校区,1500-3800,不限
民办,广州软件学院,09,011,普通批,数字媒体技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,36000,广州校区,1500-3800,不限
民办,广州软件学院,08,013,普通批,电子信息工程,政治 / 英语,高等数学,电子技术基础,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,08,014,普通批,通信工程,政治 / 英语,高等数学,电子技术基础,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,08,015,普通批,自动化,政治 / 英语,高等数学,电子技术基础,统考,32000,广州校区,1500-3800,不限
民办,广州软件学院,10,016,普通批,物流管理,政治 / 英语,管理学,市场营销学,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,10,017,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,10,018,普通批,工商管理,政治 / 英语,管理学,市场营销学,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,11,019,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,12,020,普通批,行政管理,政治 / 英语,管理学,行政管理学,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,13,021,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,13,022,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,14,023,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,15,024,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,16,025,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,17,026,普通批,网络与新媒体,政治 / 英语,大学语文,汉语言文学学科基础,统考,31000,广州校区,1500-3800,不限
民办,广州软件学院,18,027,普通批,风景园林,政治 / 英语,艺术概论,风景园林规划与设计,校考,36000,广州校区,1500-3800,不限
民办,广州软件学院,19,028,普通批,动画,政治 / 英语,艺术概论,设计基础,统考,40000,广州校区,1500-3800,不限
民办,广州软件学院,20,029,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,36000,广州校区,1500-3800,限招
民办,广州软件学院,20,030,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,36000,广州校区,1500-3800,限招
民办,广州软件学院,21,032,普通批,数字媒体艺术,政治 / 英语,艺术概论,设计基础,统考,36000,广州校区,1500-3800,限招
民办,广东理工学院,01,001,普通批,社会体育指导与管理,政治 / 英语,教育理论,体育综合,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,02,002,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,03,003,普通批,金融工程,政治 / 英语,经济学,金融学,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,03,004,普通批,互联网金融,政治 / 英语,经济学,金融学,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,04,005,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,05,006,普通批,跨境电子商务,政治 / 英语,管理学,跨境电子商务概论,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,06,007,普通批,物流管理,政治 / 英语,管理学,物流管理,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,07,008,普通批,标准化工程,政治 / 英语,管理学,标准化概论,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,08,009,普通批,工程管理,政治 / 英语,管理学,建设工程项目管理,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,08,010,普通批,工程造价,政治 / 英语,管理学,建设工程项目管理,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,09,011,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,09,012,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,10,013,普通批,土木工程,政治 / 英语,高等数学,建筑力学与结构,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,11,014,普通批,电子信息工程,政治 / 英语,高等数学,电子技术基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,11,015,普通批,通信工程,政治 / 英语,高等数学,电子技术基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,11,016,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,12,017,普通批,自动化,政治 / 英语,高等数学,电工电子技术基础,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,018,普通批,工业工程,政治 / 英语,管理学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,019,普通批,机械设计制造及其自动化,政治 / 英语,高等数学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,020,普通批,机械电子工程,政治 / 英语,高等数学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,021,普通批,交通运输,政治 / 英语,高等数学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,022,普通批,车辆工程,政治 / 英语,高等数学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,023,普通批,汽车服务工程,政治 / 英语,高等数学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,13,024,普通批,机器人工程,政治 / 英语,高等数学,机械工程基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,14,025,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,14,026,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,14,027,普通批,网络工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,14,028,普通批,人工智能,政治 / 英语,高等数学,计算机基础与程序设计,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,15,029,普通批,服装设计与工程,政治 / 英语,高等数学,服装设计,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,15,030,普通批,服装与服饰设计,政治 / 英语,艺术概论,服装设计,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,15,031,普通批,艺术设计学,政治 / 英语,艺术概论,设计基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,15,032,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,16,033,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,16,034,普通批,风景园林,政治 / 英语,艺术概论,设计基础,统考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,17,035,普通批,日语,政治,大学语文,"日语基础与写作，专业课：日语语法",校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,18,036,普通批,翻译,政治 / 英语,大学语文,综合英语与笔译,校考,31800,肇庆市,2100-3500,不限
民办,广东理工学院,19,037,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,31800,肇庆市,2100-3500,不限
民办,广州华立学院,01,001,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,02,002,普通批,工商管理,政治 / 英语,管理学,市场营销学,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,02,003,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,02,004,普通批,物流管理,政治 / 英语,管理学,市场营销学,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,03,005,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,04,006,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,04,007,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,05,008,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,34800,江门校区,2300-5600,不限
民办,广州华立学院,06,009,普通批,机械设计制造及其自动化,政治 / 英语,高等数学,机械工程基础,统考,34800,江门校区,2300-5600,不限
民办,广州华立学院,07,010,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,34800,广州校区,2300-5600,限招
民办,广州华立学院,08,011,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,34800,广州校区,2300-5600,不限
民办,广州华立学院,09,012,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,37800,广州校区,2300-5600,不限
民办,广州华立学院,09,013,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,37800,广州校区,2300-5600,不限
民办,广州华立学院,09,014,普通批,动画,政治 / 英语,艺术概论,设计基础,统考,37800,广州校区,2300-5600,不限
民办,广州华立学院,10,015,普通批,学前教育,政治 / 英语,教育理论,学前教育基础,统考,34800,江门校区,2300-5600,不限
民办,广州华立学院,11,016,普通批,汉语言文学,政治 / 英语,大学语文,汉语言文学学科基础,统考,34800,江门校区,2300-5600,不限
民办,广州华立学院,12,017,普通批,工程管理,政治 / 英语,高等数学,建筑工程概预算,校考,34800,江门校区,2300-5600,不限
民办,广州华立学院,12,018,普通批,工程造价,政治 / 英语,高等数学,建筑工程概预算,校考,34800,江门校区,2300-5600,不限
民办,广州华立学院,14,020,普通批,新闻学,政治 / 英语,大学语文,新闻理论,校考,34800,江门校区,2300-5600,不限
民办,广州华立学院,14,021,普通批,网络与新媒体,政治 / 英语,大学语文,新闻理论,校考,34800,广州校区,2300-5600,不限
民办,广州华立学院,15,022,普通批,护理学,政治 / 英语,生理学,护理学综合,校考,34800,江门校区,2300-5600,限招
民办,广州华立学院,16,023,普通批,音乐教育,政治 / 英语,艺术概论,专业技能测试,校考,37800,江门校区,2300-5600,不限
民办,广州华立学院,17,024,普通批,药学,政治 / 英语,生理学,药理学,校考,34800,江门校区,2300-5600,限招
民办,广州华立学院,18,025,普通批,中药学,政治 / 英语,生理学,中药学综合,校考,34800,江门校区,2300-5600,限招
民办,广州华立学院,19,026,普通批,资源勘查工程,政治 / 英语,高等数学,普通地质学,校考,34800,江门校区,2300-5600,不限
民办,广州华立学院,20,027,普通批,小学教育,政治 / 英语,教育理论,小学教育专业综合,校考,34800,江门校区,2300-5600,限招
民办,广州华立学院,21,028,普通批,体育教育,政治 / 英语,教育理论,专业综合测试,校考,34800,江门校区,2300-5600,不限
民办,广州应用科技学院,01,001,普通批,法学,政治 / 英语,民法,法理学,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,02,002,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,03,003,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,04,004,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,05,005,普通批,行政管理,政治 / 英语,管理学,行政管理学,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,06,006,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,07,007,普通批,汉语言文学,政治 / 英语,大学语文,汉语言文学学科基础,统考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,08,008,普通批,社会体育指导与管理,政治 / 英语,教育理论,体育社会学,校考,31800,肇庆校区,4000,限招
民办,广州应用科技学院,09,009,普通批,运动康复,政治 / 英语,教育理论,运动解剖学,校考,31800,肇庆校区,4000,限招
民办,广州应用科技学院,10,010,普通批,播音与主持艺术,政治 / 英语,艺术概论,播音主持创作基础,校考,31800,肇庆校区,4000,不限
民办,广州应用科技学院,11,011,普通批,美术学,政治 / 英语,艺术概论,设计基础,统考,34800,肇庆校区,4000,不限
民办,广州应用科技学院,11,012,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,34800,肇庆校区,4000,不限
民办,广州应用科技学院,12,013,普通批,音乐学,政治 / 英语,艺术概论,音乐技能测试,校考,39800,肇庆校区,4000,不限
民办,华南农业大学珠江学院,1,1,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,1,2,普通批,环境设计,政治 / 英语,艺术概论,设计基础,统考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,2,3,普通批,汉语言文学,政治 / 英语,大学语文,汉语言文学学科基础,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,3,4,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,3,5,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,4,6,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,4,7,普通批,网络工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,5,8,普通批,电气工程及其自动化,政治 / 英语,高等数学,电子技术基础,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,5,9,普通批,电子信息工程,政治 / 英语,高等数学,电子技术基础,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,6,10,普通批,财务管理,政治 / 英语,管理学,基础会计学,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,6,12,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,7,11,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,8,13,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,9,14,普通批,金融工程,政治 / 英语,经济学,金融学,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,10,15,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,11,16,普通批,数字媒体艺术,政治 / 英语,艺术概论,专业设计,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,12,17,普通批,小学教育,政治 / 英语,教育理论,小学教育专业综合,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,13,18,普通批,书法学,政治 / 英语,艺术概论,书法学基础,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,14,19,普通批,物流管理,政治 / 英语,管理学,物流与供应链管理,校考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,15,20,普通批,数字经济,政治 / 英语,经济学,数字化运营管理,校考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,16,21,普通批,戏剧影视文学,政治 / 英语,艺术概论,影视编剧,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,17,22,普通批,影视摄影与制作,政治 / 英语,艺术概论,影视摄制基础,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,18,23,普通批,摄影,政治 / 英语,艺术概论,摄影基础,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,19,24,普通批,戏剧影视导演,政治 / 英语,艺术概论,影视导演基础,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,20,25,普通批,电影学,政治 / 英语,艺术概论,电影理论基础,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,21,26,普通批,广播电视编导,政治 / 英语,艺术概论,广播电视概论,校考,49800,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,22,27,普通批,传播学,政治 / 英语,大学语文,传播学专业综合,校考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,23,61,普通批,风景园林,政治 / 英语,艺术概论,风景园林概论,校考,35000,广州市从化区,3500-6500,不限
民办,华南农业大学珠江学院,24,62,普通批,日语,政治,大学语文,基础日语，专业课：日语阅读与写作,校考,35000,广州市从化区,3500-6500,不限
民办,广州商学院,01,001,普通批,国际经济与贸易,政治 / 英语,经济学,国际贸易理论与实务,统考,32800,校本部,1800-8000,不限
民办,广州商学院,02,002,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,32800,校本部,1800-8000,不限
民办,广州商学院,03,022,普通批,物流管理,政治 / 英语,管理学,物流学概论,校考,29800,校本部,1800-8000,不限
民办,广州商学院,04,023,普通批,旅游管理,政治 / 英语,管理学,旅游学概论,校考,32800,校本部,1800-8000,不限
民办,广州商学院,05,024,普通批,会计学,政治 / 英语,管理学,基础会计学,统考,33800,校本部,1800-8000,不限
民办,广州商学院,06,025,普通批,审计学,政治 / 英语,管理学,审计学,校考,32800,校本部,1800-8000,不限
民办,广州商学院,07,026,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,32800,校本部,1800-8000,不限
民办,广州商学院,08,027,普通批,日语,政治,大学语文,综合日语，专业课：日语阅读,校考,32800,校本部,1800-8000,不限
民办,广州商学院,09,28,普通批,法学,政治 / 英语,民法,法理学,统考,33800,校本部,1800-8000,不限
民办,广州商学院,10,29,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,33800,校本部,1800-8000,不限
民办,广州商学院,11,31,普通批,人工智能（产教融合创新班）,政治 / 英语,高等数学,程序设计基础,校考,36800,校本部,1800-8000,不限
民办,广州商学院,11,32,普通批,数据科学与大数据技术（产教融合创新班）,政治 / 英语,高等数学,程序设计基础,校考,36800,校本部,1800-8000,不限
民办,广州商学院,12,33,普通批,电子商务（产教融合创新班）,政治 / 英语,管理学,电子商务概论,统考,36800,校本部,1800-8000,不限
民办,广州商学院,13,34,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,35800,校本部,1800-8000,不限
民办,广州商学院,14,35,普通批,数字媒体艺术,政治 / 英语,艺术概论,分镜头故事板绘制,校考,35800,校本部,1800-8000,不限
民办,广州商学院,15,36,普通批,国际商务（中英双语创新班）,政治 / 英语,管理学,国际商务基础,校考,39800,校本部,1800-8000,不限
民办,广州商学院,24,37,普通批,会计学（中英双语创新班）,政治 / 英语,管理学,基础会计学,统考,39800,校本部,1800-8000,不限
民办,广州商学院,25,38,普通批,商务英语（中英双语创新班）,政治 / 英语,大学语文,英语基础与写作,统考,39800,校本部,1800-8000,不限
民办,广州商学院,26,30,普通批,软件工程（产教融合创新班）,政治 / 英语,高等数学,计算机基础与程序设计,统考,37800,校本部,1800-8000,不限
民办,广东培正学院,1,2,普通批,法学,政治 / 英语,民法,法理学,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,2,2,普通批,人力资源管理,政治 / 英语,管理学,人力资源管理,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,3,3,普通批,行政管理,政治 / 英语,管理学,行政管理学,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,4,4,普通批,电子商务,政治 / 英语,管理学,电子商务概论,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,5,5,普通批,物流管理,政治 / 英语,管理学,市场营销学,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,5,6,普通批,市场营销,政治 / 英语,管理学,市场营销学,统考,31800,广州市花都区,3200-4500,不限
民办,广东培正学院,5,7,普通批,工商管理,政治 / 英语,管理学,市场营销学,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,5,8,普通批,文化产业管理,政治 / 英语,管理学,市场营销学,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,5,9,普通批,旅游管理,政治 / 英语,管理学,市场营销学,统考,31800,广州市花都区,3200-4500,不限
民办,广东培正学院,6,10,普通批,大数据管理与应用,政治 / 英语,管理学,基础会计学,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,7,13,普通批,日语,政治,大学语文,"综合日语, 专业课: 商务日语与写作",校考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,8,14,普通批,商务英语,政治 / 英语,大学语文,英语基础与写作,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,8,15,普通批,英语,政治 / 英语,大学语文,英语基础与写作,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,9,16,普通批,秘书学,政治 / 英语,大学语文,汉语言文学学科基础,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,9,17,普通批,汉语国际教育,政治 / 英语,大学语文,汉语言文学学科基础,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,9,18,普通批,广告学,政治 / 英语,大学语文,汉语言文学学科基础,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,9,19,普通批,网络与新媒体,政治 / 英语,大学语文,汉语言文学学科基础,统考,32800,广州市花都区,3200-4500,不限
民办,广东培正学院,10,20,普通批,应用心理学,政治 / 英语,高等数学,数学专业综合,统考,33000,广州市花都区,3200-4500,不限
民办,广东培正学院,11,21,普通批,网络工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,33000,广州市花都区,3200-4500,限招
民办,广东培正学院,11,22,普通批,软件工程,政治 / 英语,高等数学,计算机基础与程序设计,统考,33000,广州市花都区,3200-4500,限招
民办,广东培正学院,11,23,普通批,计算机科学与技术,政治 / 英语,高等数学,计算机基础与程序设计,统考,33000,广州市花都区,3200-4500,限招
民办,广东培正学院,12,24,普通批,视觉传达设计,政治 / 英语,艺术概论,设计基础,统考,36000,广州市花都区,3200-4500,不限
民办,广东培正学院,12,25,普通批,绘画,政治 / 英语,艺术概论,设计基础,统考,36000,广州市花都区,3200-4500,不限
